Quarter,Jaccard_Matched_score,KMeans_Embedding_Matched_Score,Agglomerative_Centroid_Matched_Score,LSI_Matched_Score,mean_score
2020-01-01,0.22261429886468243,0.49983202979414,0.24703910024020878,0.6562223131562941,0.40642693551383136
2020-04-01,0.1612810980840721,0.35704611511073037,0.2529110634357581,0.5026915226244366,0.3184824498137493
2020-07-01,0.21073196144829387,0.3063719401272899,0.40943242584531747,0.46827344841440915,0.3487024439588276
2020-10-01,0.19474519994225492,0.3463758499853109,0.3101251419883799,0.5593970114662733,0.35266080084555473
2021-01-01,0.21276595744680848,0.288466557982151,0.4856504256268351,0.41441533264688585,0.35032456842567006
2021-04-01,0.21181765389082463,0.3411017442595377,0.43834807650577573,0.533202851832634,0.381117581622193
2021-07-01,0.12156013001083421,0.2059872063163825,0.5093650042041109,0.3188395545030554,0.28893797375859576
2021-10-01,0.18388129182426538,0.32558501902220294,0.28761457517000105,0.45164402716540075,0.3121812282954675
2022-01-01,0.24702116308020627,0.3768673021961794,0.3563075923622179,0.605572466442817,0.39644213102035514
2022-04-01,0.22701421800947863,0.32987753379471074,0.5006363282987311,0.576495174091189,0.40850581354852733
2022-07-01,0.2169943820224719,0.2235916894461304,0.6123532290456669,0.44704463515940784,0.37499598391841926
2022-10-01,0.231676743843091,0.2897299880620126,0.5738568291949556,0.5154740876887601,0.40268441219720486
