Quarter,Jaccard_Matched_score,KMeans_Embedding_Matched_Score,Agglomerative_Centroid_Matched_Score,LSI_Matched_Score,mean_score
2020-01-01,0.395556759685722,0.44633252643627885,0.39570173777913786,0.5286886156358453,0.44156990988424605
2020-04-01,0.36545610523305694,0.5039144794717371,0.3874709527977351,0.597066645075303,0.463477045644458
2021-01-01,0.17761100687929954,0.1955559891558004,0.363071187481054,0.2528792310914269,0.24727935365189524
2021-04-01,0.2610647851186658,0.43101047840591994,0.3000231102874485,0.5489591432425781,0.3852643792636531
2021-07-01,0.29447077409162714,0.3016194343800479,0.2654962020694732,0.43750253264922073,0.32477223579759223
2021-10-01,0.30999083409715855,0.4024405617663893,0.32223219069022635,0.5356796032133122,0.3925857974417716
2022-01-01,0.30155979202772965,0.34561414361313436,0.3005318131673033,0.4797052769378483,0.3568527564365039
2022-04-01,0.24007771301693037,0.3082822895513692,0.39707640613701445,0.3892459746949157,0.3336705958500574
2022-07-01,0.3288606977311539,0.3887099358614787,0.2888109182796995,0.48196313971061955,0.37208617289573787
2022-10-01,0.18982050651585936,0.21133354812359842,0.38922873600307656,0.3233748301150267,0.27843940518939025
