Quarter,Jaccard_Matched_score,KMeans_Embedding_Matched_Score,Cosine_glove_embedding_Matched_Score,Agglomerative_Centroid_Matched_Score,LSI_Matched_Score,mean_score
2018-01-01,0.07054794520547947,0.3775665252657072,0.4959917599335313,0.2738907400714812,0.5102912522538504,0.3456576445460099
2018-04-01,0.22152199762187874,0.43712669067129295,0.4552067928016186,0.21062711935564185,0.6564386444114394,0.3961842489723743
2018-07-01,0.2239348553148175,0.44379835353065067,0.553635012358427,0.2523516234167707,0.6582534135602791,0.426394651636189
2018-10-01,0.21309680245291285,0.48713240442613764,0.5474694520235062,0.2748702698507953,0.6799090762414615,0.44049560099896273
2019-01-01,0.23686648140796618,0.5268456767277105,0.41003458201885223,0.32093960624628065,0.711367150146583,0.4412106993094785
2019-04-01,0.2129880694143167,0.5988814242173995,0.5048983353190124,0.1387618114526622,0.7488330422534193,0.440872536531362
2019-07-01,0.16728832525177173,0.38061430349219216,0.4920734129846096,0.35641994095499685,0.5694249551189464,0.39316418756050336
2019-10-01,0.1798017932987258,0.5232578305618333,0.5785158351063728,0.16016676964769455,0.6902758108792616,0.4264036078987776
2020-01-01,0.22261429886468243,0.49983202979414,0.5061490200459957,0.24703910024020878,0.656222313156294,0.42637135242026425
2020-04-01,0.1612810980840721,0.35704611511073037,0.4657842591404915,0.2529110634357581,0.5026915226244358,0.3479428116790976
2020-07-01,0.21073196144829387,0.3063719401272899,0.5879293978214264,0.40943242584531747,0.4682734484144086,0.39654783473134725
2020-10-01,0.19474519994225492,0.3463758499853109,0.6207909435033798,0.3101251419883799,0.5593970114662732,0.40628682937711974
2021-01-01,0.21276595744680848,0.288466557982151,0.6020183190703392,0.4856504256268351,0.41441533264688546,0.4006633185546038
2021-04-01,0.21181765389082463,0.3411017442595377,0.44874168932437897,0.43834807650577573,0.5332028518326344,0.3946424031626303
2021-07-01,0.12156013001083421,0.2059872063163825,0.5324788987636566,0.5093650042041109,0.31883955450305534,0.3376461587596079
2021-10-01,0.18388129182426538,0.32558501902220294,0.6046706140041351,0.28761457517000105,0.4516440271654008,0.37067910543720106
2022-01-01,0.24702116308020627,0.3768673021961794,0.5889097526669502,0.3563075923622179,0.605572466442817,0.4349356553496742
2022-04-01,0.22701421800947863,0.32987753379471074,0.5193132646381855,0.5006363282987311,0.576495174091189,0.43066730376645895
2022-07-01,0.2169943820224719,0.2235916894461304,0.5087150521576405,0.6123532290456669,0.44704463515940873,0.40173979756626366
2022-10-01,0.231676743843091,0.2897299880620126,0.5875541195273399,0.5738568291949556,0.5154740876887599,0.43965835366323186
